name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info
Grossman and Grossman Ltd,Phoenix Office,1300 North 12th Street,Suite 550,Phoenix,Arizona,85006,602-468-2077,,,,,SA MH SUMH * OP * OMH * CBT CFT DBT EMDR IDD IPT TELE * PVTP * CLF ITU MD SCJJ SEF SF SI SMHA SWFS * SS * TAY SE CO DV TRMA PED PTSD SED SMI * ADLT CHLD SNR YAD * SP FX * F47 * VPPD * COOT SPS
Haven Behavioral Hospital of Phoenix,,1201 South 7th Avenue,Suite 200,Phoenix,Arizona,85007,623-236-2000,,623-236-2024,,,SA MH SUMH * HI * PSY * HALOP NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT * PEON WI * PVTP * CLF ITU MC MD MI OSF PI SCJJ SF SI SMHA VAF * SE GL VET ADM MF CJ CO HV TRMA ALZ SMI * STU * TCC * SMON * ADLT SNR YAD * AH SP * VPPD * COOT DEC FPSY PRS CM IPC SPS
Homes of Personal Enrichment and,Sobriety Services/HOPESS,3338 West Kings Avenue,,Phoenix,Arizona,85053,480-660-5775,,,,,SA MH SUMH * OP RES * RTCA * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CRT CFT DBT GT IDD IPT TELE * CIT PEON * PVTP * ITU MC MD PI PCF SF SI SMHA * SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI PED PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * ADLT SNR YAD * VAPN * CDM COOT DEC FPSY ICM IMR LAD PRS SEMP SH VRS CM IPC SPS ES
Lifewell Behavioral Wellness,Mitchell,40 East Mitchell Drive,Suites 100 and 200,Phoenix,Arizona,85012,602-808-2800,,602-808-2822,,,SA MH SUMH * OP * OMH * CBT GT IDD IPT TELE AIM * PVTN * CMHG MC MD MI SF * PA SS * CO * STU * MST LABT * PEER * ADLT SNR YAD * AH * VPPD * FPSY PRS SEMP VRS CM SPS ES
Lifewell Behavioral Wellness,Royal Palms,10844 North 23rd Avenue,,Phoenix,Arizona,85029,602-808-2800,,,,,SA MH SUMH * OP * OMH * CBT GT IDD IPT TELE AIM * PVTN * CMHG MC MD MI SF * PA SS * CO * STU * MST LABT * ADLT SNR YAD * AH * VPPD * FPSY PRS SEMP VRS CM SPS ES
Lifewell Behavioral Wellness,South Mountain Clinic,3540 East Baseline Road,Suite 150,Phoenix,Arizona,85042,602-323-3000,480-804-9542,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH OLANZ OLANZF PALIP RISPE ANTPYCH * CBT GT IDD IPT * CIT * PVTN * CMHG MC MD PI * CO SMI * STU * MST LABT * HS PEER * TCC * ADLT SNR YAD * AH * ACT COOT FPSY PRS SEMP SH VRS CM IPC SPS
Marc Community Resources,Outpatient,3737 North 7th Street,,Phoenix,Arizona,85003,602-341-6540,480-844-1653,,,,MH SUMH * OP * OMH * CBT DBT EMDR GT IPT TELE * PVTN * MC MD PI * TRMA PTSD * SMON * ADLT SNR YAD * AH SP * VAPN * CM SPS
MIND 24 7 Practice LLC,Thomas,2728 North 24th Street,,Phoenix,Arizona,85008,844-646-3247,,,,,MH SUMH * OP * GT IPT * CIT PEON WI * PVTP * MC MD PI SF * LABT * CHLD * AH * VPPD
Native Health,,4041 North Central Avenue,Building C,Phoenix,Arizona,85012,602-279-5262,602-279-5262 x3204,602-279-5262 x3217,,,SA MH * OP * OMH * CBT CFT EMDR GT IDD IPT TELE * PVTN * FQHC * ITU MC MD PI SF SI SWFS * SS * STU * TCC * ADLT CHLD SNR YAD * AH * VAPN * COOT DEC FPSY SEMP CM IPC SPS
New Freedom Ops LLC,,2532 West Peoria Avenue,,Phoenix,Arizona,85029,602-999-1472,602-622-1178,,,,SA MH SUMH * OP * OMH * AT GT IPT * PVTP * MD * CJ * PEER * ADLT SNR YAD * AH SP * VPPD * SH CM ES
Open Hearts,,4414 North 19th Avenue,,Phoenix,Arizona,85015,602-285-5550 x318,602-285-5550,,,,SA MH SUMH * OP * OMH * CBT DBT IDD IPT TELE * CIT * PVTN * MHC * OSF PI SF SI SMHA * SS * TAY SE GL CO PTSD * SMON * ADLT CHLD SNR YAD * SP * VAPN * ACT COOT FPSY CM SPS ES
Partners in Recovery LLC,Metro Center Integrated Health Home,"10240 North 31st Avenue, Suites 101,","105, 109, 120, 200-201, 218, 210A, 220",Phoenix,Arizona,85051,602-997-9006,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT GT TELE * PVTN * MC MD PI SF * CO * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * ADLT SNR YAD * AH * VPPD * ACT COOT DEC PRS VRS CM IPC SPS
Pathways of Arizona LLC,,2830 West Glendale Avenue,Suite 16,Phoenix,Arizona,85051,602-455-4626,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT IPT TELE * PEON * PVTP * CMHG ITU MC MD MI PI SCJJ SF SMHA SWFS * TAY CO SED * ADLT CHLD YAD * AH * VPPD * FPSY TPC
Phoenix Childrens Hospital,,1919 East Thomas Road,East Building Dept of Psychiatry,Phoenix,Arizona,85016,602-933-0990 x1,602-933-0990,,,,MH SUMH * HI OP * IPSY * CHLOR FLUPH HALOP PERPH PIMOZ THIOR ARIPI CLOZA LURAS OLANZ OLANZF QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * PEON WI * PVTN * CLF ITU MD MI PI SF SI SMHA SWFS VAF * TAY GL CO HV TRMA TBI PED PTSD SED * STU * MST LABT * CHLD YAD * AH SP * VAPN * CDM DEC FPSY CM SPS ES
PSA Behavioral Health Agency ,DBA Resilient Health,2255 West Northern Avenue,,Phoenix,Arizona,85021,602-995-1767,,,,,SA MH SUMH * OP * OMH * ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PVTN * CMHG MC MD PI SF * TAY CJ CO TRMA SED SMI * STU * HS PEER * ADLT CHLD SNR YAD * VPPD * PRS SH CM
Quail Run Behavioral Health,,2545 West Quail Avenue,,Phoenix,Arizona,85027,602-455-5700,602-455-5694,844-772-7771,,,SA MH SUMH * HI OP * PSY * HALOP CLOZA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PEON WI * PVTP * ITU MC MD MI PI SF SI SMHA SWFS * SE CO ALZ SMI * STU * STDT TBS LABT * PEER * TCC * SMON * ADLT CHLD SNR YAD * AH SP FX * F25 F81 * VAPN * CDM DEC FPSY IMR PRS CM IPC SPS ES
Recovia,I 17 and Northern Avenue,2411 West Northern Avenue,Suite 201,Phoenix,Arizona,85021,480-712-4600,,,,,SA MH * OP PHDT * MSMH * CBT EMDR GT IDD IPT TELE * PVTP * MC MD PI SF * CO TRMA * ADLT SNR YAD * VPPD
Resilient Health,,1415 North 1st Street,,Phoenix,Arizona,85004,877-779-2470,,,,,SA MH SUMH * OP * OMH * ANTPYCH * AT CBT CFT DBT GT IPT TELE * PVTN * CMHG MC MD PI SF * TAY SE CO TRMA PEFP PTSD SMI * STU * PEER * ADLT CHLD SNR YAD * VPPD * FPSY PRS SEMP VRS CM IPC ES
Resilient Health,Art Awakenings/Adult Studio,1005 North 1st Street,,Phoenix,Arizona,85004,602-340-1675,,,,,MH SUMH * OP * OMH * AT CBT CFT DBT GT TELE * PVTN * CMHG MD SF * CO TRMA SMI * STU * PEER * ADLT SNR YAD * VPPD * PRS SEMP VRS
Resilient Health,Art Awakenings/Youth and Family,2255 West Northern Avenue,Suite A-130,Phoenix,Arizona,85021,602-242-1238,877-779-2470,,,,MH SUMH * OP * OMH * AT CBT CFT DBT GT IPT TELE * PVTN * CMHG MD PI SEF SF SMHA SWFS * GL TRMA PTSD SED * CHLD * AH SP * VPPD * FPSY CM
RI International,Wellness City,2701 North 16th Street,Suite 122,Phoenix,Arizona,85006,602-650-1212,,866-481-5361,,,SA MH SUMH * OP * OMH * CBT CFT DBT GT IDD IPT * PVTN * MD OSF PI SMHA * TAY CO TRMA TBI SMI * STU * HS PEER * TCC * ADLT SNR YAD * AH SP * VPPD * CDM DEC FPSY IMR PRS SEMP SH VRS CM SPS ES
Rio Salado,Behavioral Health System Inc,1308 West Camelback Road,,Phoenix,Arizona,85013,602-252-9048,,,,,SA MH * OP * OMH * RISPE ANTPYCH * CBT CFT GT IPT TELE * PVTN * CLF CMHG MC MD OSF PI SCJJ SF * TAY SE GL CJ CO TRMA SED * SMOP * ADLT CHLD SNR YAD * SP * VAPN
Saint Lukes Behavioral Health Center,,1800 East Van Buren Street,,Phoenix,Arizona,85006,602-251-8535,,800-821-4193,,,SA MH SUMH * HI OP PHDT * PSY * CHLOR FLUPH HALOP LOXAP CLOZA OLANZ RISPE NRT NSC ANTPYCH * AT CBT CFT ECT GT IDD AIM * PEON WI * PVTP * CLF CMHG CSBG ITU MC MD MI PI SCJJ SF SI SMHA SWFS * SE CO SED SMI * STU * TBS MST LABT * PEER * TCC * ADLT CHLD SNR YAD * AH SP * VPPD * COOT DEC FPSY PRS CM SPS ES
Southwest Behavioral and Health Servs,Metro Outpatient Clinic,11221 North 28th Drive,Building E,Phoenix,Arizona,85029,602-997-2233,,,,,SA MH SUMH * OP * OMH * CBT CFT DBT GT IPT TELE AIM * PVTN * CLF CMHG OSF PI SCJJ SEF SF SI SMHA SWFS * TAY CO TRMA * STU * ADLT CHLD SNR YAD * AH SP * VPPD * DEC FPSY ICM CM IPC
Southwest Behavioral Health Services,,2632 East Thomas Road,Suite 101,Phoenix,Arizona,85016,602-957-2507,,,,,SA MH SUMH * OP * OMH * ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PVTN * CLF CMHG CSBG FG MC MD OSF PI SCJJ SEF SF SI SMHA SWFS * SS * TAY GL CO * ADLT CHLD SNR YAD * AH SP * VPPD * COOT DEC FPSY CM IPC SPS ES
Southwest Behavioral Health Services,Broadway Clinic,4420 South 32nd Street,,Phoenix,Arizona,85040,602-268-8748 x3321,602-268-8748,,,,SA MH SUMH * OP * OMH * CBT CFT DBT GT IDD IPT TELE AIM * PVTN * CMHG MD PI SF SMHA * TAY SE GL VET ADM MF CO HV TRMA TBI PTSD SED * STDT MST LABT * ADLT CHLD SNR YAD * AH SP * VPPD * DEC FPSY CM IPC SPS
Southwest Behavioral Health Services,The Villages,2060 North 35th Avenue,Apartment 1,Phoenix,Arizona,85009,602-272-1383,,,,,SA MH SUMH * OP * RTCA * AT CBT CFT GT IPT * CIT * PVTN * FQHC * MD * CO SMI * HS * ADLT SNR YAD * VPPD * DEC FPSY IMR PRS SH VRS CM SPS
Southwest Center for HIV/AIDS,,1101 North Central Avenue,Suite 200,Phoenix,Arizona,85004,602-307-5330,,,,,SA MH SUMH * OP * OMH * CBT CFT GT IPT * PVTN * MHC * CLF MC MD PI SF * GL CO HV * STU * HS PEER * SMON * ADLT SNR YAD * CDM DEC ICM IMR VRS CM IPC SPS ES
Southwest Network,,2444 East University Drive,Suite 150,Phoenix,Arizona,85034,602-304-0014,,,,,SA MH SUMH * OP * OMH * CBT CFT GT IPT TELE * PEON PEOFF * PVTN * CLF CMHG MC MD PI SF SI SMHA SWFS * SS * TAY SE CO DV TRMA PED PEFP PTSD SED * ADLT CHLD SNR YAD * AH SP * VAPN * FPSY PRS CM SPS
Southwest Network,Estrella Vista,1840 North 95th Avenue,Suite 132,Phoenix,Arizona,85037,623-932-6950,,,,,SA MH SUMH * OP * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL CLOZA OLANZF RISPE NRT NSC ANTPYCH * CBT GT IDD IPT TELE * PEON PEOFF * PVTN * CMHG MC MD PI SF SI SMHA * PA SS * CO SMI * STU * PEER * TCC * ADLT SNR YAD * AH SP FX * F28 * VAPN * COOT FPSY IMR PRS SEMP CM SPS
Southwest Network,Osborn Clinic,3640 West Osborn Road,Suite 1,Phoenix,Arizona,85019,602-269-5300,,,,,SA MH SUMH * OP * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL CLOZA OLANZF RISPE NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE * PEOFF * PVTN * CMHG MC MD PI SF SI SMHA * PA SS * CO SMI * STU * PEER * TCC * ADLT SNR YAD * AH SP FX * F4 * VAPN * ACT COOT FPSY IMR PRS SEMP CM IPC SPS
Southwest Network,Saguaro,3227 East Bell Road,Suite 170,Phoenix,Arizona,85032,602-652-3500,,,,,SA MH SUMH * OP * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL CLOZA OLANZF RISPE NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE * PEON PEOFF * PVTN * CMHG MC MD PI SF SI SMHA * SS * CO SMI * STU * PEER * TCC * ADLT SNR YAD * AH SP FX * F25 * VAPN * ACT COOT FPSY IMR PRS SEMP CM IPC SPS
Stand Together and Recover Centers,,2502 East Washington Street ,,Phoenix,Arizona,85034,602-685-1295,,,,,MH SUMH * OP * OMH * AT CBT GT TELE * PEOFF * PVTN * MHC * MD PI SF SI SMHA * SS * SE GL VET ADM MF CJ CO HV TRMA TBI PTSD SMI * STU * MST * PEER * ADLT SNR YAD * AH FX * F42 * VPPD * CDM COOT SEMP VRS IPC SPS ES
Terros Health,32nd Street Counseling,12835 North 32nd Street,,Phoenix,Arizona,85032,602-389-3660,602-685-6000 x0,,,,SA MH SUMH * OP * OMH * CBT CFT DBT GT IDD IPT TELE * PVTN * MC MD PI SF SWFS * PA SS * CO TRMA PTSD SED * STU * TCC * SMON * CHLD * AH SP * VAPN * FPSY CM SPS
Terros Health,51st Avenue Recovery Center,4616 North 51st Avenue,Suite 108,Phoenix,Arizona,85031,602-278-1414,602-685-6000,,,,SA MH SUMH * OP PHDT * OMH * ARIPI CLOZA OLANZ OLANZF QUETI RISPE ZIPRA NSC ANTPYCH * CBT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CMHG CSBG ITU MC MD MI PI SF SI SMHA SWFS VAF * PA SS * CO SMI * STU * HS PEER * TCC * ADLT SNR YAD * AH SP * VPPD * ACT CDM COOT DEC FPSY ICM IMR LAD PRS SEMP SH VRS CM IPC SPS
Terros Health,McDowell Health Center,4909 East McDowell Road,,Phoenix,Arizona,85008,602-302-7770,602-685-6000,,,,SA MH SUMH * OP PHDT * OMH * NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * WI * PVTN * FQHC * MC MD PI SF SWFS * PA SS * CO TRMA PTSD * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * ADLT SNR YAD * AH SP * VAPN * CDM DEC FPSY CM IPC SPS
Terros Health,Primary Care and Counseling,3864 North 27th Avenue,,Phoenix,Arizona,85017,602-685-6000,602-685-6000 x0,602-685-6000 x1950,,,SA MH SUMH * OP * OMH * CBT CRT CFT DBT EMDR GT IDD IPT TELE * PVTN * FQHC * CLF MC MD OSF PI SEF SF SI SMHA * SS * TAY CO SED * STDT TBS HBT HCT * SMON * ADLT CHLD SNR YAD * AH SP * VAPN * DEC FPSY CM IPC SPS
Touch Angels Behav Healthcare LLC,,2018 West Morning Vista Lane,,Phoenix,Arizona,85085,480-616-0133,,,,,SA MH SUMH * RES * RTCA * NRT NSC * AT CBT CFT DBT ECT GT IDD IPT TELE * PVTP * CLF CMHG CSBG ITU MD OSF SCJJ SEF SF SI SMHA SWFS VAF * SE GL VET ADM MF CJ CO HV TRMA TBI PTSD SMI * STU * PEER * TCC * ADLT SNR YAD * ACT COOT FPSY ICM PRS SEMP SH VRS CM IPC SPS ES
Touchstone Health Services,Phoenix Campus North,15820 North 35th Avenue,Suite 14,Phoenix,Arizona,85053,866-207-3882,,,,,MH SUMH * OP * OMH * AT GT IPT TELE * PEON WI * PVTN * CLF CMHG FG ITU MC MD OSF PI SCJJ SEF SF SI SMHA SWFS * PA SS * SED * STU * MST LABT * SMON * CHLD * AH * VAPN * FPSY CM IPC
Touchstone Health Services,Phoenix Campus South,15648 North 35th Avenue,,Phoenix,Arizona,85053,866-207-3882,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IPT TELE * WI * PVTN * CLF CMHG FG ITU MD OSF PI SCJJ SEF SF SI SMHA SWFS * PA SS * CJ CO TRMA SED * STU * SMON * CHLD * AH SP * VAPN * COOT FPSY CM SPS
Valle del Sol,,1209 South 1st Avenue,,Phoenix,Arizona,85003,602-258-6797,602-523-9312,,,,SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * PEON PEOFF WI * PVTN * FQHC * CMHG CSBG FG MC MD OSF PI SF SI SMHA SWFS * SS * TAY VET ADM MF CO SED SMI * STU * TBS MST * HS PEER * TCC * ADLT CHLD SNR YAD * AH SP * VPPD * CDM COOT DEC FPSY ICM PRS VRS CM IPC SPS ES
Valle del Sol,,3807 North 7th Street,,Phoenix,Arizona,85014,602-258-6797,602-523-9312,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * PEON PEOFF WI * PVTN * FQHC * CMHG CSBG FG MC MD OSF PI SF SI SMHA SWFS * SS * TAY CO SED SMI * STU * TBS MST * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH SP * VAPN * CDM COOT DEC FPSY ICM PRS VRS CM IPC SPS ES
Valle del Sol,,502 North 27th Avenue,,Phoenix,Arizona,85009,602-258-6797,602-523-9312,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * PEON PEOFF WI * PVTN * FQHC * CMHG CSBG FG MC MD OSF PI SF SI SMHA SWFS * SS * TAY GL CO SMI * STU * TBS MST * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH SP * VAPN * CDM DEC FPSY ICM PRS VRS CM IPC SPS ES
Valle del Sol,Maryville,8410 West Thomas Road,Suite 116,Phoenix,Arizona,85037,602-258-6797,602-523-9312,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * PEON PEOFF WI * PVTN * FQHC * CMHG CSBG FG MC MD OSF PI SF SI SMHA SWFS * SS * TAY CO SED SMI * STU * TBS MST * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH SP * VAPN * CDM COOT DEC FPSY ICM PRS VRS CM IPC SPS ES
Valley Hospital,,3550 East Pinchot Avenue,,Phoenix,Arizona,85018,602-952-3900 x3982,602-952-3939,602-952-3900,,,SA MH SUMH * HI OP PHDT * PSY * CHLOR FLUPH HALOP CLOZA RISPE ANTPYCH * AT CBT GT IDD * PEON WI * PVTP * MC MD MI PI SF * SE GL VET ADM MF CO TRMA PTSD SMI * STU * ADLT SNR YAD * SP FX * F28 * VAPN * DEC FPSY IMR LAD PRS CM IPC SPS
Valleywise  Behavioral Health Center,Phoenix,2619 East Pierce Street,,Phoenix,Arizona,85008,480-344-2086,480-344-2195,480-344-2194,,,SA MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOT TRIFL ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT ECT GT IPT AIM * LCCG * CLF MC MD OSF PI SCJJ SF SMHA * SE CJ CO ALZ SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * ADLT SNR YAD * AH SP * VAPN * COOT FPSY CM
Valleywise Behavioral Health Center,Maryvale,5102 West Campbell Avenue,,Phoenix,Arizona,85031,480-344-2086,480-344-2195,480-344-2194,,,SA MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOT TRIFL ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IPT AIM * LCCG * CLF MC MD OSF PI SCJJ SF SMHA * CJ CO SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * ADLT SNR YAD * AH SP * VAPN * COOT FPSY CM
WD Recovery and Wellness Center,,7330 North 16th Street,Suite B-101,Phoenix,Arizona,85020,480-681-0453,,,,,SA MH SUMH * OP PHDT * CMHC * ARIPI OLANZF QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT AIM * CIT * PVTP * FQHC * ITU MC MD MI PI PCF SF SI VAF * SS * TAY SE GL VET ADM MF CO HV DV TRMA TBI PED PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * ADLT SNR YAD * VAPN * ACT AOT CDM DEC FPSY ICM PRS SEMP VRS CM IPC SPS ES
Northern Arizona VA Healthcare System,,500 North Highway 89,,Prescott,Arizona,86313,928-445-4860,928-445-4860 x4843,,,,SA MH SUMH * OP PHDT RES * VAHC * NRT NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT WI * FED VAMC * VAF * TAY SE GL VET CO DV TRMA TBI ALZ PED PEFP PTSD SMI * STU * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * CDM DEC FPSY ICM IMR LAD PRS SEMP SH VRS CM IPC SPS ES
Northern Arizona VA Healthcare System,Mental Health Clinic (116),500 State Highway 89 North,Building 161,Prescott,Arizona,86313,928-445-4860 x7500,,,,,SA MH SUMH * OP * VAHC * NRT NSC * CBT CFT DBT EMDR GT IDD IPT TELE * CIT * FED VAMC * VAF * SE VET CO DV TRMA PTSD * STU * PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * FPSY PRS SPS ES
Reflections Recovery Center,,957 Black Drive,Suite C,Prescott,Arizona,86305,928-350-8275,866-790-7979,866-418-1213,,,SA MH * OP PHDT RES * RTCA * NRT NSC * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTP * PI SF * TAY SE GL VET ADM MF CJ CO HV TRMA TBI PED PTSD SMI * STU * HS PEER * ADLT YAD * VPPD * ACT CDM DEC FPSY ICM IMR PRS SH CM IPC SPS ES
Spectrum Healthcare,,3633 Crossings Drive,,Prescott,Arizona,86305,928-634-2236,,,,,SA MH SUMH * OP * ANTPYCH * GT * CIT PEOFF * PVTN * MC MD PI SF SI * STU * HIVT STDT TBS HBT HCT * TCC * ADLT CHLD SNR YAD * AH * VPPD * CDM COOT ICM CM IPC
West Yavapai Guidance Clinic,Cortez,505 South Cortez Street,,Prescott,Arizona,86303,928-445-5211 x2627,,928-583-6411 x2627,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT GT IPT TMS TELE AIM * PVTN * CMHG MC MD PI SF SMHA * SS * TAY CO PTSD SED SMI * LABT * CHLD YAD * AH * VPPD * FPSY PRS CM
West Yavapai Guidance Clinic,Haddon House,711 Hillside Avenue,,Prescott,Arizona,86301,928-710-0922,928-445-5211,928-583-6411 x2701,,,MH * RES * RTCA * CHLOR FLUPH HALOP LOXAP ARIPI CLOZA LURAS OLANZ QUETI RISPE ZIPRA ANTPYCH * CBT GT IPT * PVTN * CMHG MC MD PI SF * SS * SE SMI * ADLT SNR YAD * AH * VPPD
West Yavapai Guidance Clinic,Hillside,642 Dameron Drive,,Prescott,Arizona,86301,928-445-5211 x4002,928-583-6411,928-445-5211,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP CLOZA LURAS OLANZ QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TMS TELE AIM * PVTN * MC MD MI PI SF * SS * SE GL CJ CO DV TRMA PTSD SMI * LABT * HS PEER * ADLT SNR YAD * AH * VPPD * ACT COOT FPSY PRS SEMP SH VRS CM SPS ES
West Yavapai Guidance Clinic,Ruth Street Outpatient,625 Hillside Avenue,,Prescott,Arizona,86301,928-445-5211 x4011,928-445-5211,928-583-6411,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP CLOZA LURAS OLANZ QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TMS TELE AIM * PVTN * MC MD MI PI SF * SS * SE GL CJ CO DV TRMA PTSD SMI * LABT * HS PEER * ADLT SNR YAD * AH * VPPD * COOT FPSY PRS SEMP SH VRS CM SPS ES
Pronghorn Psychiatry and,Stoneridge Ctrs for Brain and Add Trt,5940 East Copper Hill Drive,Suites B and E,Prescott Valley,Arizona,86314,928-583-7799,999-999-9999,,,,SA MH * HI OP PHDT * PSY * AT CBT DBT GT IDD IPT TELE * PVTP * MC MD MI PI SF * TAY SE ALZ * STU * ADLT SNR YAD * VPPD * CM
West Yavapai Guidance Clinic,Crisis Stabilization Unit,8655 East Eastridge Road,Suites A and B,Prescott Valley,Arizona,86314,928-445-5211 x3900,928-445-5211 x2701,928-583-6411 x2701,,,SA MH SUMH * HI OP * IPSY * CHLOR FLUPH HALOP LOXAP ARIPI CLOZA LURAS OLANZ QUETI RISPE ZIPRA ANTPYCH * IDD * CIT PEON WI * PVTN * MC MD PI SF * SS * ADLT SNR YAD * AH SP * VPPD * COOT
West Yavapai Guidance Clinic,Windhaven Psychiatric Hospital,3347 North Windsong Drive,,Prescott Valley,Arizona,86314,928-445-5211 x3334,928-445-5211,928-583-6411,,,SA MH SUMH * OP * PSY * CHLOR FLUPH HALOP LOXAP ARIPI CLOZA LURAS OLANZ QUETI RISPE ZIPRA ANTPYCH * AT GT IDD TELE * PEON * PVTN * CMHG CSBG MC MD PI SF * SS * ADLT SNR YAD * AH SP * VPPD * COOT CM
West Yavapai Guidance Clinic,Windsong Center,3345 North Windsong Drive,,Prescott Valley,Arizona,86314,928-445-5211 x3502,928-445-5211,928-583-6411,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP CLOZA LURAS OLANZ QUETI ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TMS TELE AIM * PVTN * MC MD MI PI SF * SS * TAY SE GL CJ CO DV TRMA PTSD SED SMI * MST LABT * HS PEER * ADLT CHLD SNR YAD * AH * VPPD * ACT CDM COOT DEC FPSY IMR PRS SEMP VRS CM IPC SPS ES
Windhaven Psychiatric Hospital,Inpatient,3347 North Windsong Drive,,Prescott Valley,Arizona,86314,928-445-5211 x3577,,928-583-6411 x3577,,,SA MH SUMH * HI * PSY * CHLOR FLUPH HALOP LOXAP CLOZA LURAS OLANZ QUETI RISPE ZIPRA NSC ANTPYCH * AT GT IDD TELE * CIT PEON PEOFF * PVTN * MC MD MI PI SF * SS * STU * MST LABT * ADLT SNR YAD * AH FX * F28 * VPPD * COOT
