,Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
975,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,11.1,7.4,15.9,7.4 - 15.9,10.4-11.4,
976,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,12.7,8.7,17.6,8.7 - 17.6,11.3-18.5,
977,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,10.3,7.5,13.6,7.5 - 13.6,9.1-10.3,
978,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,10.1,7.0,13.9,7.0 - 13.9,9.1-10.5,
979,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,9.9,6.7,13.8,6.7 - 13.8,8.6-10.0,
980,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,10.6,7.9,13.9,7.9 - 13.9,10.0-11.3,
981,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,11.2,7.9,15.2,7.9 - 15.2,10.6-11.8,
982,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,8.8,5.7,12.8,5.7 - 12.8,8.8-9.8,
983,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,9.5,6.5,13.2,6.5 - 13.2,8.7-10.5,
984,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,5.9,3.7,8.8,3.7 - 8.8,4.6-8.7,
985,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,10.6,7.7,14.1,7.7 - 14.1,9.2-10.7,
986,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,14.3,10.8,18.4,10.8 - 18.4,12.5-15.5,
987,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,11.8,8.8,15.5,8.8 - 15.5,11.1-12.9,
988,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,12.0,7.9,17.3,7.9 - 17.3,11.3-12.8,
989,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,12.9,9.4,17.2,9.4 - 17.2,12.8-19.3,
990,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,24.0,20.5,27.7,20.5 - 27.7,23.6-25.3,
991,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,25.4,21.6,29.5,21.6 - 29.5,24.3-25.6,
992,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,22.2,18.4,26.3,18.4 - 26.3,22.2-23.7,
993,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,25.2,20.6,30.2,20.6 - 30.2,23.2-25.3,
994,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,25.4,20.3,31.0,20.3 - 31.0,24.9-27.0,
995,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,26.0,20.5,32.1,20.5 - 32.1,25.3-27.0,
996,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,24.4,20.5,28.6,20.5 - 28.6,23.8-25.9,
997,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,26.2,20.4,32.6,20.4 - 32.6,23.8-26.2,
998,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,24.2,19.7,29.2,19.7 - 29.2,24.1-26.7,
999,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,21.7,17.3,26.6,17.3 - 26.6,18.4-22.8,
1000,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,25.8,20.8,31.5,20.8 - 31.5,24.1-26.1,
1001,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,22.6,18.0,27.6,18.0 - 27.6,13.9-23.2,
1002,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,28.8,23.3,34.9,23.3 - 34.9,28.2-32.5,
1003,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,19.9,16.0,24.3,16.0 - 24.3,14.2-23.4,
1004,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,20.4,16.8,24.3,16.8 - 24.3,14.7-23.0,
1005,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,22.0,15.6,29.6,15.6 - 29.6,18.6-22.7,
1006,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,29.5,24.3,35.2,24.3 - 35.2,28.2-31.1,
1007,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,23.4,18.1,29.2,18.1 - 29.2,22.6-25.1,
1008,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,19.5,15.3,24.3,15.3 - 24.3,17.9-22.8,
1009,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,24.9,19.2,31.3,19.2 - 31.3,22.9-25.7,
1010,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,26.2,21.4,31.4,21.4 - 31.4,24.1-26.3,
1011,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,25.2,21.3,29.3,21.3 - 29.3,24.8-27.3,
1012,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,28.7,23.7,34.2,23.7 - 34.2,27.7-29.1,
1013,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,23.4,19.4,27.8,19.4 - 27.8,17.0-24.2,
1014,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,24.7,19.9,29.9,19.9 - 29.9,24.6-27.3,
1015,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,23.1,18.6,28.1,18.6 - 28.1,19.5-25.3,
1016,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,25.8,20.7,31.4,20.7 - 31.4,25.3-27.7,
1017,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,21.2,16.8,26.0,16.8 - 26.0,15.3-23.9,
1018,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,31.8,26.8,37.0,26.8 - 37.0,30.3-38.1,
1019,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,28.1,23.8,32.7,23.8 - 32.7,27.5-29.6,
1020,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,24.8,21.0,28.9,21.0 - 28.9,24.5-27.1,
1021,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,27.1,20.8,34.1,20.8 - 34.1,25.0-28.5,
1022,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,23.0,18.3,28.3,18.3 - 28.3,19.2-26.1,
1023,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,19.8,16.4,23.6,16.4 - 23.6,18.5-20.5,
1024,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,22.8,19.3,26.6,19.3 - 26.6,21.3-22.8,
1025,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,18.8,15.5,22.6,15.5 - 22.6,10.1-19.1,
1026,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,22.7,18.4,27.6,18.4 - 27.6,22.5-32.1,
1027,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,20.1,16.2,24.4,16.2 - 24.4,19.2-21.1,
1028,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,22.7,17.5,28.5,17.5 - 28.5,21.8-23.8,
1029,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,21.8,18.2,25.9,18.2 - 25.9,20.2-22.1,
1030,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,22.3,16.9,28.4,16.9 - 28.4,20.3-23.3,
1031,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,21.2,17.0,26.0,17.0 - 26.0,20.2-23.1,
1032,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,19.3,15.0,24.1,15.0 - 24.1,15.1-20.0,
1033,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,23.6,18.8,29.0,18.8 - 29.0,23.1-24.9,
1034,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,20.3,15.8,25.4,15.8 - 25.4,19.5-22.8,
1035,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,25.6,20.3,31.5,20.3 - 31.5,24.8-27.9,
1036,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,16.7,13.3,20.6,13.3 - 20.6,11.3-20.2,
1037,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,17.0,13.7,20.6,13.7 - 20.6,11.6-19.3,
1038,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,20.1,14.0,27.5,14.0 - 27.5,20.0-21.0,
1039,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,24.7,19.6,30.4,19.6 - 30.4,24.7-29.7,
1040,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,20.7,15.7,26.5,15.7 - 26.5,19.1-22.5,
1041,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,16.7,12.4,21.7,12.4 - 21.7,12.2-19.6,
1042,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,21.8,16.1,28.3,16.1 - 28.3,20.6-22.1,
1043,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,22.5,17.9,27.7,17.9 - 27.7,20.3-23.1,
1044,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,21.1,16.9,25.8,16.9 - 25.8,13.1-21.1,
1045,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,26.1,21.0,31.7,21.0 - 31.7,25.9-30.8,
1046,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,18.8,15.2,22.7,15.2 - 22.7,13.7-20.4,
1047,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,22.2,18.0,26.9,18.0 - 26.9,21.1-24.3,
1048,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,19.8,15.9,24.2,15.9 - 24.2,14.4-21.3,
1049,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,21.8,17.2,27.0,17.2 - 27.0,20.8-24.1,
1050,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,20.2,15.8,25.1,15.8 - 25.1,12.4-20.3,
1051,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,28.6,23.9,33.7,23.9 - 33.7,26.7-30.9,
1052,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,26.2,22.1,30.6,22.1 - 30.6,24.2-26.3,
1053,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,20.2,16.7,24.1,16.7 - 24.1,13.7-20.4,
1054,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,23.7,17.6,30.8,17.6 - 30.8,21.7-24.3,
1055,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,20.5,15.9,25.7,15.9 - 25.7,16.4-21.8,
1056,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,11.3,8.1,15.2,8.1 - 15.2,10.2-12.9,
1057,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,12.6,8.9,17.1,8.9 - 17.1,10.8-13.1,
1058,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,12.7,9.9,15.9,9.9 - 15.9,11.2-15.1,
1059,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,9.7,6.9,13.2,6.9 - 13.2,8.5-9.7,
1060,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,13.8,9.0,20.0,9.0 - 20.0,12.0-14.1,
1061,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,14.1,9.7,19.5,9.7 - 19.5,12.7-16.9,
1062,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,13.1,8.6,18.9,8.6 - 18.9,12.2-15.5,
1063,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,18.5,13.0,25.0,13.0 - 25.0,13.0-18.5,
1064,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,16.3,12.3,21.0,12.3 - 21.0,13.7-16.5,
1065,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,12.5,7.8,18.7,7.8 - 18.7,11.1-12.5,
1066,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,13.1,9.0,18.3,9.0 - 18.3,12.7-16.1,
1067,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,14.3,9.7,19.9,9.7 - 19.9,12.7-16.7,
1068,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,12.4,8.9,16.7,8.9 - 16.7,11.4-12.7,
1069,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,20.1,13.3,28.3,13.3 - 28.3,13.0-20.1,
1070,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,12.5,8.2,18.0,8.2 - 18.0,12.3-14.3,
1071,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,10.4,6.7,15.2,6.7 - 15.2,9.8-10.9,
1072,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,14.5,8.4,22.9,8.4 - 22.9,11.7-15.2,
1073,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,10.2,7.0,14.1,7.0 - 14.1,9.4-10.4,
1074,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,12.9,9.1,17.6,9.1 - 17.6,10.9-15.0,
1075,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,8.7,4.9,14.0,4.9 - 14.0,5.5-8.7,
1076,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,11.8,7.2,17.9,7.2 - 17.9,11.5-15.7,
1077,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,10.0,5.7,16.0,5.7 - 16.0,9.8-11.3,
1078,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,15.2,10.5,21.1,10.5 - 21.1,12.1-15.2,
1079,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,15.2,9.5,22.7,9.5 - 22.7,12.8-15.2,
1080,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,14.2,7.5,23.6,7.5 - 23.6,12.6-17.7,
1081,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,14.7,9.8,20.8,9.8 - 20.8,12.8-18.4,
1082,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,13.5,8.6,19.9,8.6 - 19.9,12.2-17.8,
